ID,Name,Probability,P10,P90,Type,mu,sigma,E[D]
T60,Threat 60,0.22077873450508761,37426.86573407787,159788.79447209166,Threat,11.255876124156327,0.5662917380844716,90782.27084082967
T61,Threat 61,0.10221816336276182,24044.920610321602,73767.49566340311,Threat,10.648176263697836,0.4373582981547015,46342.62320526751
T62,Threat 62,0.1388152634555445,22921.115964999975,69200.60466083049,Threat,10.59228936932833,0.4310989311442586,43704.769348808666
T63,Threat 63,0.41956909328600533,27127.0616235832,118206.28640379151,Threat,10.944236829757877,0.5742646312749105,66777.85303259647
T64,Threat 64,0.386240510061722,15429.108452703329,92367.52372506079,Threat,10.538770942287982,0.6981847650763859,48170.4925771898
T65,Threat 65,0.36030014659051735,26700.20386546821,111350.10880054835,Threat,10.90643056477959,0.5571403478456114,63680.47300788726
T66,Threat 66,0.30082844013069715,7214.876004498023,19870.417053167417,Threat,9.390443804839784,0.39525800848910225,12946.208592444666
T67,Threat 67,0.24971687293817924,9241.14056996288,36063.680166311504,Threat,9.8122310718114,0.5312392374914443,21022.291117895362
T68,Threat 68,0.2202440542012819,22960.561044986236,91408.50380642708,Threat,10.73231353923208,0.5390186957060416,52975.462646251624
T69,Threat 69,0.10237713748941193,16311.151619302524,49867.58583209406,Threat,10.25836539472089,0.43600359786378834,31363.96694377785
T70,Threat 70,0.33897324334415,14364.569093586551,37336.85218385887,Threat,10.050128043044943,0.3726795564751942,24824.17036332759
T71,Threat 71,0.45503738418710993,3653.2663273359344,20349.71285853752,Threat,9.062099505616816,0.6700647856053161,10792.350920356232
T72,Threat 72,0.11835809288086825,32974.103191713424,138485.60015745042,Threat,11.120999704912736,0.5598853324363264,79042.06812680817
T73,Threat 73,0.3840646605282795,35086.21674102174,180294.3309621745,Threat,11.283954806669058,0.6385940150831296,97524.21300999321
T74,Threat 74,0.24238306718944586,30194.213884131786,181739.45187860742,Threat,11.212867474523115,0.7002932280573289,94662.45870183817
T75,Threat 75,0.4330864789132851,27444.781584675737,137529.26078475374,Threat,11.025761650908226,0.6287927461627145,74865.75158472474
T76,Threat 76,0.10655699235037255,22558.916506521156,81260.3407537748,Threat,10.664649520087437,0.4999906832072723,48515.80313730292
T77,Threat 77,0.19019936418000946,31469.083394942907,136688.7041958954,Threat,11.09111112527426,0.5730165540709293,77287.31428045484
T78,Threat 78,0.32724128552759135,11687.205674360219,50313.057521519164,Threat,10.09613495280499,0.5695322623693394,28518.79012787857
T79,Threat 79,0.2192981573269318,17543.173689118583,92127.55652546113,Threat,10.601674784683627,0.6470707986581583,49564.25035758034
T80,Threat 80,0.334997498991801,36554.89336279632,143067.59755558733,Threat,11.188821422640196,0.5323633503569525,83326.90715325096
T81,Threat 81,0.10141288438649934,23396.226473661904,63848.94062704292,Threat,10.56230264813322,0.39169131784995037,41731.59072730534
T82,Threat 82,0.12083645375579954,16586.645726865703,86562.09050903526,Threat,10.542485210533705,0.6446342515186185,46642.24104170048
T83,Threat 83,0.11064444622398383,37323.57069787395,176737.74729591605,Threat,11.304901293687237,0.6067028329903081,97630.52283414037
T84,Threat 84,0.3430116283282555,29104.07570052055,112116.29150817687,Threat,10.952962715212843,0.5261818810520011,65604.29210269346
T85,Threat 85,0.25594969213131696,27696.446623684064,96808.34768002706,Threat,10.854773954561885,0.4882476586750993,58335.54294998495
O01,Opportunity 1,0.3375336713581191,19518.7009462679,81770.02978166848,Opportunity,10.595397189618666,0.5589075781321056,46704.04376033823
O02,Opportunity 2,0.20476844233061514,7116.1712140284935,25287.26449786866,Opportunity,9.504090638687103,0.4946859313383996,15160.486110507278
O03,Opportunity 3,0.3264552202393232,20775.43622264987,87893.02636440484,Opportunity,10.662701180747874,0.5627355021474025,50062.96556467659
O04,Opportunity 4,0.23450867062161163,7067.3419525227655,27275.85283157145,Opportunity,9.538498402421745,0.5269071443013212,15951.592903423096
O05,Opportunity 5,0.17905274679409075,5704.054502027058,18599.698980476336,Opportunity,9.239916596413645,0.4611473273493983,11455.726616979768
O06,Opportunity 6,0.2629140685192287,7856.766629162206,22729.34776835881,Opportunity,9.500271326068855,0.41445144299868936,14561.791042857707
O07,Opportunity 7,0.2056047187488072,18079.948808869518,58913.10916466085,Opportunity,10.393188856956296,0.46087108022920875,36293.354550236254
O08,Opportunity 8,0.2585977565090387,19525.511769773413,64167.31249999823,Opportunity,10.474363197145278,0.4641920214331571,39422.82780917345
O09,Opportunity 9,0.19653727577857616,19722.805108225486,54449.36091681128,Opportunity,10.397278628067578,0.3961976847524585,35445.97306651237
O10,Opportunity 10,0.3141148439355772,13862.728062146021,39168.275700181315,Opportunity,10.056290744008635,0.4052366480718564,25295.938152105347
O11,Opportunity 11,0.21651605394353526,22997.351951271477,91122.36571260805,Opportunity,10.731546458059547,0.5371708176544527,52882.23302168146
O12,Opportunity 12,0.28767486864412584,7491.822261890458,32480.234327221267,Opportunity,9.654977174160148,0.572282734706677,18374.71728995181
O13,Opportunity 13,0.2850070253818744,3225.4815278631336,12980.746143714647,Opportunity,8.775030000881396,0.5432418722348745,7499.456773911069
O14,Opportunity 14,0.338873107923718,11768.431696366928,43901.57819887385,Opportunity,10.031440746902831,0.5136467537261923,25935.22184696927
O15,Opportunity 15,0.19213052551081264,10333.828063899358,50761.809329310396,Opportunity,10.03903881839159,0.6210134410383533,27774.334820571443
